"","study.ID","ID","publication.year","data.year","exp.year","exp.length","disturbance","focus","technique","intervention","paradigm","hypothesis","pathway","plant.species","target.plant","measure.success","outcome","measured.factor","treatment","control","unit","Nsites","n.t","n.c","ntotalsamples","mean.t","mean.c","sd.t","sd.c","se.t","se.c","p","df","measure.dispersion","lat","long","continent","country","ecosystem","elevation","MAP","MAT","aridity.index","potential.evaporation (mm)","grazing","soil","notes"
"11",5,5.7,2017,2014,1978,456,"grazing","vegetation","seeding","vegetation","active","seeding vs natural sites","planting-plant succession","Agropyron desertorum","Artemisia terrae-albae","Artemisia terrae-albae communities","habitat","particles <0.01 mm","seeding plot,  30-50 cm depth","not seeding plot","percent",2,3,3,6,25.74,40.71,NA,NA,NA,NA,NA,5,NA,46.5,60.7,"Asia","Kazakhstan","grassland",42,125,30,3.13,NA,"livestock","chemical composition","not stats, unreported p value"
"12",5,5.8,2017,2014,1978,456,"grazing","vegetation","seeding","vegetation","active","seeding vs natural sites","planting-plant succession","Agropyron desertorum","Artemisia terrae-albae","Artemisia terrae-albae communities","habitat","plant richness","seeding plot","not seeding plot",NA,2,3,3,6,30,26,NA,NA,NA,NA,NA,5,NA,46.5,60.7,"Asia","Kazakhstan","grassland",42,125,30,3.13,NA,"livestock","chemical composition","not stats, unreported p value"
"13",5,5.9,2017,2014,1978,456,"grazing","vegetation","seeding","vegetation","active","seeding vs natural sites","planting-plant succession","Agropyron desertorum","Artemisia terrae-albae","Artemisia terrae-albae communities","habitat","projective cover of community","seeding plot","not seeding plot","percent",2,3,3,6,55.5,53.5,NA,NA,NA,NA,NA,5,NA,46.5,60.7,"Asia","Kazakhstan","grassland",42,125,30,3.13,NA,"livestock","chemical composition","not stats, unreported p value"
"14",11,11.1,2015,2007,1956,600,"agriculture","soil","planting","vegetation","active","soil conditions over years","planting-soil condition","unreported shrubs","multiple unlisted","increase in soil nutrients and enzyme activity","soil","organic carbon","20 years of restoration, crust","0 years","mg g-1",5,64,16,80,2.17,1.88,0.24,0.19,NA,NA,0.1,79,"std.dev",37.53,105.03,"Asia","China","grassland",1300,186,10,9.3,2900,"unreported animal","nutrients and enzyme",NA
"15",11,11.1,2015,2007,1956,600,"agriculture","soil","planting","vegetation","active","soil conditions over years","planting-soil condition","unreported shrubs","multiple unlisted","increase in soil nutrients and enzyme activity","soil","organic carbon","30 years of restoration, crust","0 years","mg g-1",5,64,16,80,4.84,1.88,0.54,0.19,NA,NA,0.05,79,"std.dev",37.53,105.03,"Asia","China","grassland",1300,186,10,9.3,2900,"unreported animal","nutrients and enzyme",NA
"16",11,11.1,2015,2007,1956,600,"agriculture","soil","planting","vegetation","active","soil conditions over years","planting-soil condition","unreported shrubs","multiple unlisted","increase in soil nutrients and enzyme activity","soil","organic carbon","40 years of restoration, crust","0 years","mg g-1",5,64,16,80,11.75,1.88,0.69,0.19,NA,NA,0.05,79,"std.dev",37.53,105.03,"Asia","China","grassland",1300,186,10,9.3,2900,"unreported animal","nutrients and enzyme",NA
"17",11,11.1,2015,2007,1956,600,"agriculture","soil","planting","vegetation","active","soil conditions over years","planting-soil condition","unreported shrubs","multiple unlisted","increase in soil nutrients and enzyme activity","soil","organic carbon","50 years of restoration, crust","0 years","mg g-1",5,64,16,80,15.31,1.88,0.25,0.19,NA,NA,0.05,79,"std.dev",37.53,105.03,"Asia","China","grassland",1300,186,10,9.3,2900,"unreported animal","nutrients and enzyme",NA
"18",11,11.1,2015,2007,1956,600,"agriculture","soil","planting","vegetation","active","soil conditions over years","planting-soil condition","unreported shrubs","multiple unlisted","increase in soil nutrients and enzyme activity","soil","organic carbon","20 years of restoration","0 years","mg g-1",5,64,16,80,1.88,1.48,0.26,0.31,NA,NA,0.1,79,"std.dev",37.53,105.03,"Asia","China","grassland",1300,186,10,9.3,2900,"unreported animal","nutrients and enzyme",NA
"19",11,11.1,2015,2007,1956,600,"agriculture","soil","planting","vegetation","active","soil conditions over years","planting-soil condition","unreported shrubs","multiple unlisted","increase in soil nutrients and enzyme activity","soil","organic carbon","30 years of restoration","0 years","mg g-1",5,64,16,80,2.89,1.48,0.23,0.31,NA,NA,0.05,79,"std.dev",37.53,105.03,"Asia","China","grassland",1300,186,10,9.3,2900,"unreported animal","nutrients and enzyme",NA
"20",11,11.1,2015,2007,1956,600,"agriculture","soil","planting","vegetation","active","soil conditions over years","planting-soil condition","unreported shrubs","multiple unlisted","increase in soil nutrients and enzyme activity","soil","organic carbon","40 years of restoration","0 years","mg g-1",5,64,16,80,3.69,1.48,0.49,0.31,NA,NA,0.05,79,"std.dev",37.53,105.03,"Asia","China","grassland",1300,186,10,9.3,2900,"unreported animal","nutrients and enzyme",NA
"21",11,11.1,2015,2007,1956,600,"agriculture","soil","planting","vegetation","active","soil conditions over years","planting-soil condition","unreported shrubs","multiple unlisted","increase in soil nutrients and enzyme activity","soil","organic carbon","50 years of restoration","0 years","mg g-1",5,64,16,80,5.17,1.48,0.49,0.31,NA,NA,0.05,79,"std.dev",37.53,105.03,"Asia","China","grassland",1300,186,10,9.3,2900,"unreported animal","nutrients and enzyme",NA
"22",11,11.101,2015,2007,1956,600,"agriculture","soil","planting","vegetation","active","soil conditions over years","planting-soil condition","unreported shrubs","multiple unlisted","increase in soil nutrients and enzyme activity","soil","b D glucosidase","20 years of restoration, crust","0 years","mg kg-1 h-1",5,64,16,80,58.8,0,0.86,0.001,NA,NA,0.05,79,"std.dev",37.53,105.03,"Asia","China","grassland",1300,186,10,9.3,2900,"unreported animal","nutrients and enzyme",NA
"23",11,11.101,2015,2007,1956,600,"agriculture","soil","planting","vegetation","active","soil conditions over years","planting-soil condition","unreported shrubs","multiple unlisted","increase in soil nutrients and enzyme activity","soil","b D glucosidase","30 years of restoration, crust","0 years","mg kg-1 h-1",5,64,16,80,91.67,0,9.51,0.001,NA,NA,0.05,79,"std.dev",37.53,105.03,"Asia","China","grassland",1300,186,10,9.3,2900,"unreported animal","nutrients and enzyme",NA
"24",11,11.101,2015,2007,1956,600,"agriculture","soil","planting","vegetation","active","soil conditions over years","planting-soil condition","unreported shrubs","multiple unlisted","increase in soil nutrients and enzyme activity","soil","b D glucosidase","40 years of restoration, crust","0 years","mg kg-1 h-1",5,64,16,80,192,0,17.3,0.001,NA,NA,0.05,79,"std.dev",37.53,105.03,"Asia","China","grassland",1300,186,10,9.3,2900,"unreported animal","nutrients and enzyme",NA
"25",11,11.101,2015,2007,1956,600,"agriculture","soil","planting","vegetation","active","soil conditions over years","planting-soil condition","unreported shrubs","multiple unlisted","increase in soil nutrients and enzyme activity","soil","b D glucosidase","50 years of restoration, crust","0 years","mg kg-1 h-1",5,64,16,80,236.95,0,35.45,0.001,NA,NA,0.05,79,"std.dev",37.53,105.03,"Asia","China","grassland",1300,186,10,9.3,2900,"unreported animal","nutrients and enzyme",NA
"26",11,11.101,2015,2007,1956,600,"agriculture","soil","planting","vegetation","active","soil conditions over years","planting-soil condition","unreported shrubs","multiple unlisted","increase in soil nutrients and enzyme activity","soil","b D glucosidase","20 years of restoration","0 years","mg kg-1 h-1",5,64,16,80,5.53,1.43,0.94,0.02,NA,NA,0.05,79,"std.dev",37.53,105.03,"Asia","China","grassland",1300,186,10,9.3,2900,"unreported animal","nutrients and enzyme",NA
"27",11,11.101,2015,2007,1956,600,"agriculture","soil","planting","vegetation","active","soil conditions over years","planting-soil condition","unreported shrubs","multiple unlisted","increase in soil nutrients and enzyme activity","soil","b D glucosidase","30 years of restoration","0 years","mg kg-1 h-1",5,64,16,80,9.87,1.43,1.14,0.02,NA,NA,0.05,79,"std.dev",37.53,105.03,"Asia","China","grassland",1300,186,10,9.3,2900,"unreported animal","nutrients and enzyme",NA
"28",11,11.101,2015,2007,1956,600,"agriculture","soil","planting","vegetation","active","soil conditions over years","planting-soil condition","unreported shrubs","multiple unlisted","increase in soil nutrients and enzyme activity","soil","b D glucosidase","40 years of restoration","0 years","mg kg-1 h-1",5,64,16,80,10.8,1.43,1.28,0.02,NA,NA,0.05,79,"std.dev",37.53,105.03,"Asia","China","grassland",1300,186,10,9.3,2900,"unreported animal","nutrients and enzyme",NA
"29",11,11.101,2015,2007,1956,600,"agriculture","soil","planting","vegetation","active","soil conditions over years","planting-soil condition","unreported shrubs","multiple unlisted","increase in soil nutrients and enzyme activity","soil","b D glucosidase","50 years of restoration","0 years","mg kg-1 h-1",5,64,16,80,13.08,1.43,2.59,0.02,NA,NA,0.05,79,"std.dev",37.53,105.03,"Asia","China","grassland",1300,186,10,9.3,2900,"unreported animal","nutrients and enzyme",NA
"30",11,11.11,2015,2007,1956,600,"agriculture","soil","planting","vegetation","active","soil conditions over years","planting-soil condition","unreported shrubs","multiple unlisted","increase in soil nutrients and enzyme activity","soil","phosphatase","20 years of restoration, crust","0 years","mg kg-1 h-1",5,64,16,80,17.73,8.18,2.04,1.36,NA,NA,0.05,79,"std.dev",37.53,105.03,"Asia","China","grassland",1300,186,10,9.3,2900,"unreported animal","nutrients and enzyme",NA
"31",11,11.11,2015,2007,1956,600,"agriculture","soil","planting","vegetation","active","soil conditions over years","planting-soil condition","unreported shrubs","multiple unlisted","increase in soil nutrients and enzyme activity","soil","phosphatase","30 years of restoration, crust","0 years","mg kg-1 h-1",5,64,16,80,122.72,8.18,12.95,1.36,NA,NA,0.05,79,"std.dev",37.53,105.03,"Asia","China","grassland",1300,186,10,9.3,2900,"unreported animal","nutrients and enzyme",NA
"32",11,11.11,2015,2007,1956,600,"agriculture","soil","planting","vegetation","active","soil conditions over years","planting-soil condition","unreported shrubs","multiple unlisted","increase in soil nutrients and enzyme activity","soil","phosphatase","40 years of restoration, crust","0 years","mg kg-1 h-1",5,64,16,80,184.1,8.18,2.04,1.36,NA,NA,0.05,79,"std.dev",37.53,105.03,"Asia","China","grassland",1300,186,10,9.3,2900,"unreported animal","nutrients and enzyme",NA
"33",11,11.11,2015,2007,1956,600,"agriculture","soil","planting","vegetation","active","soil conditions over years","planting-soil condition","unreported shrubs","multiple unlisted","increase in soil nutrients and enzyme activity","soil","phosphatase","50 years of restoration, crust","0 years","mg kg-1 h-1",5,64,16,80,225,8.18,3.41,1.36,NA,NA,0.05,79,"std.dev",37.53,105.03,"Asia","China","grassland",1300,186,10,9.3,2900,"unreported animal","nutrients and enzyme",NA
"34",11,11.11,2015,2007,1956,600,"agriculture","soil","planting","vegetation","active","soil conditions over years","planting-soil condition","unreported shrubs","multiple unlisted","increase in soil nutrients and enzyme activity","soil","phosphatase","20 years of restoration","0 years","mg kg-1 h-1",5,64,16,80,14.99,5.46,1.82,0.45,NA,NA,0.05,79,"std.dev",37.53,105.03,"Asia","China","grassland",1300,186,10,9.3,2900,"unreported animal","nutrients and enzyme",NA
"35",11,11.11,2015,2007,1956,600,"agriculture","soil","planting","vegetation","active","soil conditions over years","planting-soil condition","unreported shrubs","multiple unlisted","increase in soil nutrients and enzyme activity","soil","phosphatase","30 years of restoration","0 years","mg kg-1 h-1",5,64,16,80,25.95,5.46,2.96,0.45,NA,NA,0.05,79,"std.dev",37.53,105.03,"Asia","China","grassland",1300,186,10,9.3,2900,"unreported animal","nutrients and enzyme",NA
"36",11,11.11,2015,2007,1956,600,"agriculture","soil","planting","vegetation","active","soil conditions over years","planting-soil condition","unreported shrubs","multiple unlisted","increase in soil nutrients and enzyme activity","soil","phosphatase","40 years of restoration","0 years","mg kg-1 h-1",5,64,16,80,33.18,5.45,2.04,0.45,NA,NA,0.05,79,"std.dev",37.53,105.03,"Asia","China","grassland",1300,186,10,9.3,2900,"unreported animal","nutrients and enzyme",NA
"37",11,11.11,2015,2007,1956,600,"agriculture","soil","planting","vegetation","active","soil conditions over years","planting-soil condition","unreported shrubs","multiple unlisted","increase in soil nutrients and enzyme activity","soil","phosphatase","50 years of restoration","0 years","mg kg-1 h-1",5,64,16,80,61.49,5.45,4.54,0.45,NA,NA,0.05,79,"std.dev",37.53,105.03,"Asia","China","grassland",1300,186,10,9.3,2900,"unreported animal","nutrients and enzyme",NA
"38",11,11.12,2015,2007,1956,600,"agriculture","soil","planting","vegetation","active","soil conditions over years","planting-soil condition","unreported shrubs","multiple unlisted","increase in soil nutrients and enzyme activity","soil","protease","20 years of restoration, crust","0 years","mg kg-1 h-1",5,64,16,80,9.94,34.78,1.24,4.97,NA,NA,0.05,79,"std.dev",37.53,105.03,"Asia","China","grassland",1300,186,10,9.3,2900,"unreported animal","nutrients and enzyme",NA
"39",11,11.12,2015,2007,1956,600,"agriculture","soil","planting","vegetation","active","soil conditions over years","planting-soil condition","unreported shrubs","multiple unlisted","increase in soil nutrients and enzyme activity","soil","protease","30 years of restoration, crust","0 years","mg kg-1 h-1",5,64,16,80,129.19,34.78,19.87,4.97,NA,NA,0.05,79,"std.dev",37.53,105.03,"Asia","China","grassland",1300,186,10,9.3,2900,"unreported animal","nutrients and enzyme",NA
"40",11,11.12,2015,2007,1956,600,"agriculture","soil","planting","vegetation","active","soil conditions over years","planting-soil condition","unreported shrubs","multiple unlisted","increase in soil nutrients and enzyme activity","soil","protease","40 years of restoration, crust","0 years","mg kg-1 h-1",5,64,16,80,201.24,34.78,18.63,4.97,NA,NA,0.05,79,"std.dev",37.53,105.03,"Asia","China","grassland",1300,186,10,9.3,2900,"unreported animal","nutrients and enzyme",NA
"41",11,11.12,2015,2007,1956,600,"agriculture","soil","planting","vegetation","active","soil conditions over years","planting-soil condition","unreported shrubs","multiple unlisted","increase in soil nutrients and enzyme activity","soil","protease","50 years of restoration, crust","0 years","mg kg-1 h-1",5,64,16,80,357.76,34.78,37.27,4.97,NA,NA,0.05,79,"std.dev",37.53,105.03,"Asia","China","grassland",1300,186,10,9.3,2900,"unreported animal","nutrients and enzyme",NA
"42",11,11.12,2015,2007,1956,600,"agriculture","soil","planting","vegetation","active","soil conditions over years","planting-soil condition","unreported shrubs","multiple unlisted","increase in soil nutrients and enzyme activity","soil","protease","20 years of restoration,  0-5 cm depth","0 years","mg kg-1 h-1",5,64,16,80,19.05,26.5,3.29,3.29,NA,NA,0.05,79,"std.dev",37.53,105.03,"Asia","China","grassland",1300,186,10,9.3,2900,"unreported animal","nutrients and enzyme",NA
"43",11,11.12,2015,2007,1956,600,"agriculture","soil","planting","vegetation","active","soil conditions over years","planting-soil condition","unreported shrubs","multiple unlisted","increase in soil nutrients and enzyme activity","soil","protease","30 years of restoration","0 years","mg kg-1 h-1",5,64,16,80,29.81,26.5,3.33,3.29,NA,NA,0.05,79,"std.dev",37.53,105.03,"Asia","China","grassland",1300,186,10,9.3,2900,"unreported animal","nutrients and enzyme",NA
"44",11,11.12,2015,2007,1956,600,"agriculture","soil","planting","vegetation","active","soil conditions over years","planting-soil condition","unreported shrubs","multiple unlisted","increase in soil nutrients and enzyme activity","soil","protease","40 years of restoration","0 years","mg kg-1 h-1",5,64,16,80,62.94,26.5,6.19,3.29,NA,NA,0.05,79,"std.dev",37.53,105.03,"Asia","China","grassland",1300,186,10,9.3,2900,"unreported animal","nutrients and enzyme",NA
"45",11,11.12,2015,2007,1956,600,"agriculture","soil","planting","vegetation","active","soil conditions over years","planting-soil condition","unreported shrubs","multiple unlisted","increase in soil nutrients and enzyme activity","soil","protease","50 years of restoration","0 years","mg kg-1 h-1",5,64,16,80,68.76,26.5,2.49,3.29,NA,NA,0.05,79,"std.dev",37.53,105.03,"Asia","China","grassland",1300,186,10,9.3,2900,"unreported animal","nutrients and enzyme",NA
"46",11,11.2,2015,2007,1956,600,"agriculture","soil","planting","vegetation","active","soil conditions over years","planting-soil condition","unreported shrubs","multiple unlisted","increase in soil nutrients and enzyme activity","soil","ph","20 years of restoration, crust","0 years",NA,5,64,16,80,8.22,8.22,0.07,0.001,NA,NA,0.1,79,"std.dev",37.53,105.03,"Asia","China","grassland",1300,186,10,9.3,2900,"unreported animal","nutrients and enzyme",NA
"47",11,11.2,2015,2007,1956,600,"agriculture","soil","planting","vegetation","active","soil conditions over years","planting-soil condition","unreported shrubs","multiple unlisted","increase in soil nutrients and enzyme activity","soil","ph","30 years of restoration, crust","0 years",NA,5,64,16,80,8.67,8.22,0.14,0.001,NA,NA,0.05,79,"std.dev",37.53,105.03,"Asia","China","grassland",1300,186,10,9.3,2900,"unreported animal","nutrients and enzyme",NA
"48",11,11.2,2015,2007,1956,600,"agriculture","soil","planting","vegetation","active","soil conditions over years","planting-soil condition","unreported shrubs","multiple unlisted","increase in soil nutrients and enzyme activity","soil","ph","40 years of restoration, crust","0 years",NA,5,64,16,80,8.67,8.22,0.07,0.001,NA,NA,0.05,79,"std.dev",37.53,105.03,"Asia","China","grassland",1300,186,10,9.3,2900,"unreported animal","nutrients and enzyme",NA
"49",11,11.2,2015,2007,1956,600,"agriculture","soil","planting","vegetation","active","soil conditions over years","planting-soil condition","unreported shrubs","multiple unlisted","increase in soil nutrients and enzyme activity","soil","ph","50 years of restoration, crust","0 years",NA,5,64,16,80,8.59,8.22,0.07,0.001,NA,NA,0.05,79,"std.dev",37.53,105.03,"Asia","China","grassland",1300,186,10,9.3,2900,"unreported animal","nutrients and enzyme",NA
"50",11,11.2,2015,2007,1956,600,"agriculture","soil","planting","vegetation","active","soil conditions over years","planting-soil condition","unreported shrubs","multiple unlisted","increase in soil nutrients and enzyme activity","soil","ph","20 years of restoration","0 years",NA,5,64,16,80,9.28,8.49,0.08,0.02,NA,NA,0.05,79,"std.dev",37.53,105.03,"Asia","China","grassland",1300,186,10,9.3,2900,"unreported animal","nutrients and enzyme",NA
"51",11,11.2,2015,2007,1956,600,"agriculture","soil","planting","vegetation","active","soil conditions over years","planting-soil condition","unreported shrubs","multiple unlisted","increase in soil nutrients and enzyme activity","soil","ph","30 years of restoration","0 years",NA,5,64,16,80,9.31,8.49,0.07,0.02,NA,NA,0.05,79,"std.dev",37.53,105.03,"Asia","China","grassland",1300,186,10,9.3,2900,"unreported animal","nutrients and enzyme",NA
"52",11,11.2,2015,2007,1956,600,"agriculture","soil","planting","vegetation","active","soil conditions over years","planting-soil condition","unreported shrubs","multiple unlisted","increase in soil nutrients and enzyme activity","soil","ph","40 years of restoration","0 years",NA,5,64,16,80,9.08,8.49,0.07,0.02,NA,NA,0.05,79,"std.dev",37.53,105.03,"Asia","China","grassland",1300,186,10,9.3,2900,"unreported animal","nutrients and enzyme",NA
"53",11,11.2,2015,2007,1956,600,"agriculture","soil","planting","vegetation","active","soil conditions over years","planting-soil condition","unreported shrubs","multiple unlisted","increase in soil nutrients and enzyme activity","soil","ph","50 years of restoration","0 years",NA,5,64,16,80,9.03,8.49,0.07,0.02,NA,NA,0.05,79,"std.dev",37.53,105.03,"Asia","China","grassland",1300,186,10,9.3,2900,"unreported animal","nutrients and enzyme",NA
"54",11,11.3,2015,2007,1956,600,"agriculture","soil","planting","vegetation","active","soil conditions over years","planting-soil condition","unreported shrubs","multiple unlisted","increase in soil nutrients and enzyme activity","soil","total N","20 years of restoration, crust","0 years","g kg-1",5,64,16,80,0.03,0.025,0.03,0.001,NA,NA,0.1,79,"std.dev",37.53,105.03,"Asia","China","grassland",1300,186,10,9.3,2900,"unreported animal","nutrients and enzyme",NA
"55",11,11.3,2015,2007,1956,600,"agriculture","soil","planting","vegetation","active","soil conditions over years","planting-soil condition","unreported shrubs","multiple unlisted","increase in soil nutrients and enzyme activity","soil","total N","30 years of restoration, crust","0 years","g kg-1",5,64,16,80,0.14,0.025,0.03,0.001,NA,NA,0.05,79,"std.dev",37.53,105.03,"Asia","China","grassland",1300,186,10,9.3,2900,"unreported animal","nutrients and enzyme",NA
"56",11,11.3,2015,2007,1956,600,"agriculture","soil","planting","vegetation","active","soil conditions over years","planting-soil condition","unreported shrubs","multiple unlisted","increase in soil nutrients and enzyme activity","soil","total N","40 years of restoration, crust","0 years","g kg-1",5,64,16,80,0.18,0.025,0.01,0.001,NA,NA,0.05,79,"std.dev",37.53,105.03,"Asia","China","grassland",1300,186,10,9.3,2900,"unreported animal","nutrients and enzyme",NA
"57",11,11.3,2015,2007,1956,600,"agriculture","soil","planting","vegetation","active","soil conditions over years","planting-soil condition","unreported shrubs","multiple unlisted","increase in soil nutrients and enzyme activity","soil","total N","50 years of restoration, crust","0 years","g kg-1",5,64,16,80,0.39,0.025,0.03,0.001,NA,NA,0.05,79,"std.dev",37.53,105.03,"Asia","China","grassland",1300,186,10,9.3,2900,"unreported animal","nutrients and enzyme",NA
"58",11,11.3,2015,2007,1956,600,"agriculture","soil","planting","vegetation","active","soil conditions over years","planting-soil condition","unreported shrubs","multiple unlisted","increase in soil nutrients and enzyme activity","soil","total N","20 years of restoration","0 years","g kg-1",5,64,16,80,0.02,0.02,0.01,0.01,NA,NA,0.1,79,"std.dev",37.53,105.03,"Asia","China","grassland",1300,186,10,9.3,2900,"unreported animal","nutrients and enzyme",NA
"59",11,11.3,2015,2007,1956,600,"agriculture","soil","planting","vegetation","active","soil conditions over years","planting-soil condition","unreported shrubs","multiple unlisted","increase in soil nutrients and enzyme activity","soil","total N","30 years of restoration","0 years","g kg-1",5,64,16,80,0.02,0.02,0.015,0.01,NA,NA,0.05,79,"std.dev",37.53,105.03,"Asia","China","grassland",1300,186,10,9.3,2900,"unreported animal","nutrients and enzyme",NA
"60",11,11.3,2015,2007,1956,600,"agriculture","soil","planting","vegetation","active","soil conditions over years","planting-soil condition","unreported shrubs","multiple unlisted","increase in soil nutrients and enzyme activity","soil","total N","40 years of restoration","0 years","g kg-1",5,64,16,80,0.01,0.02,0.003,0.007,NA,NA,0.1,79,"std.dev",37.53,105.03,"Asia","China","grassland",1300,186,10,9.3,2900,"unreported animal","nutrients and enzyme",NA
"61",11,11.3,2015,2007,1956,600,"agriculture","soil","planting","vegetation","active","soil conditions over years","planting-soil condition","unreported shrubs","multiple unlisted","increase in soil nutrients and enzyme activity","soil","total N","50 years of restoration","0 years","g kg-1",5,64,16,80,0.01,0.02,0.007,0.007,NA,NA,0.05,79,"std.dev",37.53,105.03,"Asia","China","grassland",1300,186,10,9.3,2900,"unreported animal","nutrients and enzyme",NA
"62",11,11.4,2015,2007,1956,600,"agriculture","soil","planting","vegetation","active","soil conditions over years","planting-soil condition","unreported shrubs","multiple unlisted","increase in soil nutrients and enzyme activity","soil","nitrogen","20 years of restoration, crust","0 years","g kg-1",5,64,16,80,2.41,1.94,1.24,0.2,NA,NA,0.1,79,"std.dev",37.53,105.03,"Asia","China","grassland",1300,186,10,9.3,2900,"unreported animal","nutrients and enzyme",NA
"63",11,11.4,2015,2007,1956,600,"agriculture","soil","planting","vegetation","active","soil conditions over years","planting-soil condition","unreported shrubs","multiple unlisted","increase in soil nutrients and enzyme activity","soil","nitrogen","30 years of restoration, crust","0 years","g kg-1",5,64,16,80,9.85,1.94,0.73,0.2,NA,NA,0.05,79,"std.dev",37.53,105.03,"Asia","China","grassland",1300,186,10,9.3,2900,"unreported animal","nutrients and enzyme",NA
